equation_id,name,rrc_shape,status,distance,top_axes,missing_or_weak_axes,source_path,domain_type,bind_class,equation
connectome_protective_cognitive_load_reweighting_receipt:core_equations:trauma_adjusted_threshold,trauma_adjusted_threshold,CognitiveLoadField,CANDIDATE,0.194101,projection_declared;shape_closure;witness_declared;residual_risk,,4-Infrastructure/shim/connectome_protective_cognitive_load_reweighting_receipt.json,,,L_threshold_eff = L_threshold * exp(-rho_T * T_trauma)
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_map:core_equations,core_equations,SignalShapedRouteCompiler,CANDIDATE,0.172075,projection_declared;semantic_entropy;shape_closure;witness_declared,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,"{""heat_loss"":""Q_i = max(0, L_info_i - L_threshold) * (1 - G_over_i)"",""magnetic_projection"":""M_i = sigmoid(((chi_i H_i) + R_i - 0.5 C_loss_i) * G_over_i)"",""overflow_gate"":""G_over_i = 1 if L_info_i <= L_threshold else exp(-1.25 * (L_info_i - L_threshold) / 0.9)"",""signal_load"":""L_info_i = phi^D_f * (log(1 + 2 h_i) + MM(t_i;1,0.35) + (1 - r_i)^0.6)""}"
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_map:field_mapping,field_mapping,SignalShapedRouteCompiler,CANDIDATE,0.166855,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,"{""byte_transition_rate"":""domain agitation / susceptibility driver"",""capacity_overflow"":""hysteresis heat-loss channel"",""entropy"":""field demand / information pressure"",""repeated_4grams"":""remanence / memory channel""}"
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_map:source_domain,source_domain,SignalShapedRouteCompiler,CANDIDATE,0.188002,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,byte_stream_signal
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_map:target_domain,target_domain,SignalShapedRouteCompiler,CANDIDATE,0.188002,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,magnetic_domain_equation
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_core_equations:heat_loss,heat_loss,SignalShapedRouteCompiler,CANDIDATE,0.18598,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,"Q_i = max(0, L_info_i - L_threshold) * (1 - G_over_i)"
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_core_equations:magnetic_projection,magnetic_projection,SignalShapedRouteCompiler,CANDIDATE,0.18541,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,M_i = sigmoid(((chi_i H_i) + R_i - 0.5 C_loss_i) * G_over_i)
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_core_equations:overflow_gate,overflow_gate,CognitiveLoadField,CANDIDATE,0.197713,projection_declared;shape_closure;witness_declared;semantic_entropy,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,G_over_i = 1 if L_info_i <= L_threshold else exp(-1.25 * (L_info_i - L_threshold) / 0.9)
transfold_enwiki8_magnetic_domain_generator_receipt:transfold_core_equations:signal_load,signal_load,CognitiveLoadField,CANDIDATE,0.191669,projection_declared;shape_closure;witness_declared;semantic_entropy,,4-Infrastructure/shim/transfold_enwiki8_magnetic_domain_generator_receipt.json,,,"L_info_i = phi^D_f * (log(1 + 2 h_i) + MM(t_i;1,0.35) + (1 - r_i)^0.6)"
transfold_couch_data_magnetic_domain_receipt:transfold_map:core_equations,core_equations,SignalShapedRouteCompiler,CANDIDATE,0.172075,projection_declared;semantic_entropy;shape_closure;witness_declared,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,"{""heat_loss"":""Q_i = max(0, L_info_i - L_threshold) * (1 - G_over_i)"",""magnetic_projection"":""M_i = sigmoid(((chi_i H_i) + R_i - 0.5 C_loss_i) * G_over_i)"",""overflow_gate"":""G_over_i = 1 if L_info_i <= L_threshold else exp(-1.25 * (L_info_i - L_threshold) / 0.9)"",""signal_load"":""L_info_i = phi^D_f * (log(1 + 2 h_i) + MM(t_i;1,0.35) + (1 - r_i)^0.6)""}"
transfold_couch_data_magnetic_domain_receipt:transfold_map:field_mapping,field_mapping,SignalShapedRouteCompiler,CANDIDATE,0.166855,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,"{""byte_transition_rate"":""domain agitation / susceptibility driver"",""capacity_overflow"":""hysteresis heat-loss channel"",""entropy"":""field demand / information pressure"",""repeated_4grams"":""remanence / memory channel""}"
transfold_couch_data_magnetic_domain_receipt:transfold_map:source_domain,source_domain,SignalShapedRouteCompiler,CANDIDATE,0.188002,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,byte_stream_signal
transfold_couch_data_magnetic_domain_receipt:transfold_map:target_domain,target_domain,SignalShapedRouteCompiler,CANDIDATE,0.188002,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,magnetic_domain_equation
transfold_couch_data_magnetic_domain_receipt:transfold_core_equations:heat_loss,heat_loss,SignalShapedRouteCompiler,CANDIDATE,0.18598,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,"Q_i = max(0, L_info_i - L_threshold) * (1 - G_over_i)"
transfold_couch_data_magnetic_domain_receipt:transfold_core_equations:magnetic_projection,magnetic_projection,SignalShapedRouteCompiler,CANDIDATE,0.18541,projection_declared;shape_closure;witness_declared;compression_pressure,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,M_i = sigmoid(((chi_i H_i) + R_i - 0.5 C_loss_i) * G_over_i)
transfold_couch_data_magnetic_domain_receipt:transfold_core_equations:overflow_gate,overflow_gate,CognitiveLoadField,CANDIDATE,0.197713,projection_declared;shape_closure;witness_declared;semantic_entropy,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,G_over_i = 1 if L_info_i <= L_threshold else exp(-1.25 * (L_info_i - L_threshold) / 0.9)
transfold_couch_data_magnetic_domain_receipt:transfold_core_equations:signal_load,signal_load,CognitiveLoadField,CANDIDATE,0.191669,projection_declared;shape_closure;witness_declared;semantic_entropy,,4-Infrastructure/shim/transfold_couch_data_magnetic_domain_receipt.json,,,"L_info_i = phi^D_f * (log(1 + 2 h_i) + MM(t_i;1,0.35) + (1 - r_i)^0.6)"
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:counted_total,counted_total,SignalShapedRouteCompiler,HOLD,0.19942,projection_declared;compression_pressure;decoder_declared;shape_closure,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,compressed_total_bytes = payload_bytes + residual_bytes + witness_bytes + decoder_delta_bytes + container_bytes
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:hard_target_rule,hard_target_rule,SignalShapedRouteCompiler,HOLD,0.216219,projection_declared;compression_pressure;shape_closure;decoder_declared,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,Hutter-hard promotion additionally requires the total contest artifact for enwik9 to beat 109685197 bytes under the applicable prize rules
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:hutter_route_metastate,hutter_route_metastate,SignalShapedRouteCompiler,CANDIDATE,0.122715,projection_declared;compression_pressure;decoder_declared;witness_declared,,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,"[""source_corpus_id"",""source_bytes"",""candidate_chart"",""transform_route"",""payload_bytes"",""residual_bytes"",""witness_bytes"",""decoder_delta_bytes"",""container_bytes"",""runtime_budget"",""compressed_total_bytes"",""baseline_bytes"",""hard_target_bytes"",""ratio_schema"",""exact_decode_status"",""source_hash"",""decoded_hash"",""promotion_status"",""failure_code""]"
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:lower_bound,lower_bound,SignalShapedRouteCompiler,HOLD,0.210115,projection_declared;compression_pressure;shape_closure;decoder_declared,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,LB_route = payload_floor + residual_floor + witness_floor + decoder_delta_floor + container_floor + evaluator_cost_floor
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:metastate_transfold,metastate_transfold,SignalShapedRouteCompiler,HOLD,0.238638,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,proposal_score -> candidate_route_coordinate -> bounded_exact_route_metastate -> promotion_receipt
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:promotion_rule,promotion_rule,SignalShapedRouteCompiler,HOLD,0.196828,projection_declared;compression_pressure;decoder_declared;witness_declared,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,"promote iff decoded_hash == source_hash and compressed_total_bytes < incumbent_bytes and ratio_schema is explicit and all witness, residual, decoder, and container bytes are counted"
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:prune_rule,prune_rule,SignalShapedRouteCompiler,HOLD,0.218153,projection_declared;compression_pressure;shape_closure;decoder_declared,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,prune iff LB_route >= incumbent_bytes
hutter_equation_metastate_transfold_receipt:hutter_transfold_equations:source_equation_surface,source_equation_surface,SignalShapedRouteCompiler,HOLD,0.224542,projection_declared;compression_pressure;witness_declared;shape_closure,scale_band_declared,4-Infrastructure/shim/hutter_equation_metastate_transfold_receipt.json,,,"C = proposal_score(comp, phys, geom, scaling) or phi_HP = field + compression_gain + decoder/resource penalties"
math_model_map:0,UQGET_Hubble_Tension,ProjectableGeometryTopology,HOLD,0.292337,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,geometric_bind,,H0 = 73.3 ± 1.5 km s⁻¹ Mpc⁻¹ (68% CL)
math_model_map:1,UQGET_Structure_Tension,ProjectableGeometryTopology,HOLD,0.261583,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,geometric_bind,,S8 = 0.810 ± 0.008
math_model_map:2,UQGET_Statistical_Fit,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,geometric_bind,,χ²/d.o.f. = 1907.2/1949 (p = 0.78)
math_model_map:3,LASSO_MOGAT_GAT_Propagation,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.283014,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,h_i^(l+1) = σ(Σ_{j∈N(i)} α_ij^(l) W^(l) h_j^(l))
math_model_map:4,LASSO_MOGAT_Attention_Coefficient,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.282576,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,α_ij^(l) = softmax_j(LeakyReLU(a→^(l)^T [W^(l) h_i^(l) || W^(l) h_j^(l)]))
math_model_map:5,Multiphasic_Allometry_LogLog_Scaling,CognitiveLoadField,HOLD,0.261553,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,Y = b·X + a (log-log space)
math_model_map:6,Multiphasic_Allometry_Quadratic,CognitiveLoadField,HOLD,0.261553,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,Y = a·X² + b·X + c (curvilinear)
math_model_map:7,Multiphasic_Allometry_Instantaneous_Slope,CognitiveLoadField,HOLD,0.260582,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,dY/dX = 2aX + b (where Y = aX² + bX + c)
math_model_map:8,Affine_Mapping_LTSF_Linear_Layer,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.284364,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,Y = X·W + b
math_model_map:9,Affine_Mapping_Time_Series_Decomposition,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.285347,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,x(t) = s(t) + f(t) + ε
math_model_map:10,Affine_Mapping_Periodic_Theorem,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.290839,projection_declared;witness_declared;shape_closure;proof_readiness,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,x(t) = s(t) = s(t-p) where p ≤ n
math_model_map:11,Affine_Mapping_Scaled_Periodic,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.285347,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,x(t) = a·x(t-p) + c
math_model_map:12,MOF_CO2_Reduction_2e_Electrochemistry,CognitiveLoadField,HOLD,0.263119,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,CO2 + 2H+ + 2e- → CO + H2O
math_model_map:13,MOF_CO2_Reduction_Formic_Acid,CognitiveLoadField,HOLD,0.262582,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,CO2 + 2H+ + 2e- → HCOOH
math_model_map:14,MOF_CO2_Reduction_6e_Methanol,CognitiveLoadField,HOLD,0.259671,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,CO2 + 6H+ + 6e- → CH3OH + H2O
math_model_map:15,MOF_CO2_Reduction_8e_Methane,CognitiveLoadField,HOLD,0.259671,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,CO2 + 8H+ + 8e- → CH4 + 2H2O
math_model_map:16,COUCH_Equation,SignalShapedRouteCompiler,HOLD,0.257213,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,thermodynamic_bind,,ẍ_i + γẋ_i + ω_i²x_i + Σ_j κ_ij(x_i - x_j) = F(t)
math_model_map:1,Intrinsic_Load_LI,SignalShapedRouteCompiler,HOLD,0.234956,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,L_I(x) = -Σ_{b=0}^{255} p(b|x) log₂ p(b|x)
math_model_map:2,NES_GCL_Square_Wave_Compression,SignalShapedRouteCompiler,HOLD,0.245952,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,C_ratio = U_size / C_size = 1.48× (achieved)
math_model_map:3,NES_OISC_GCL_LUT_Architecture,CognitiveLoadField,HOLD,0.264694,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,JTAG→SUBLEQ→GCL→LUT→APU
math_model_map:4,Unified_Shader_GCL_Audio_Stack,SignalShapedRouteCompiler,HOLD,0.235728,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,"Shader(x,y,t,θ)→palette + GCL→LUT + SUBLEQ→compute"
math_model_map:5,Unified_Cartridge_Controller_Stack,CognitiveLoadField,HOLD,0.264694,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,Cartridge_SUBLEQ→GCL→Shader→Audio→ControllerPort→NES
math_model_map:6,Topological_NanoKernel_UART_Stack,CognitiveLoadField,HOLD,0.235036,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,1-Wire_UART→GCL_Admission→Entropy→Metaprobe→Triumvirate→NES
math_model_map:7,NES_Sound_Line_DSP_Math,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.278424,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,"Value↔AudioSignal(f,A,D) + APU_Operations→Result"
math_model_map:8,Unified_Metaprobe_Collapse,CognitiveLoadField,HOLD,0.24112,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,All_Systems→Single_Metaprobe→Unified_Audit
math_model_map:9,Final_Unified_Math_Collapse,CognitiveLoadField,HOLD,0.225432,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,All_Math→Single_Substrate→Unified_Computation
math_model_map:10,Voltage_Computational_Substrate,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.284065,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,Voltage→Value + Operations→Result
math_model_map:11,Palette_DSP_Slave,CognitiveLoadField,HOLD,0.276228,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,DSP_Math→Palette_Parameters→Video_Palette
math_model_map:12,Quad_Sampled_Scanlines,CognitiveLoadField,HOLD,0.267969,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,informational_bind,,4×_Vertical→256×960
math_model_map:13,Microgrid_Voxel_Emulation,CognitiveLoadField,CANDIDATE,0.231194,projection_declared;semantic_entropy;shape_closure;witness_declared,,3-Mathematical-Models/MATH_MODEL_MAP.tsv,,,Microgrid→640×480+Differential_Updates→Effective_640×480
math_model_map:2,Extraneous_Load_LE,SignalShapedRouteCompiler,HOLD,0.234956,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,"L_E(x) = BPB(x,w_prior) - BPB*(x) = (1/n)Σ_i log₂(P_w*(x_i)/P_wprior(x_i))"
math_model_map:3,Germane_Load_LG,CognitiveLoadField,HOLD,0.252403,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,"L_G(x,t) = Σ_{s=1}^{S} γ^s · ΔL_E(x_s,t+1) ≈ τ·L_E·log(S+1)/log(S_max+1)"
math_model_map:4,Routing_Load_LR,CognitiveLoadField,HOLD,0.252088,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,L_R(x) = Σ_j c_j·1[f_j computed] + Σ_{l=1}^{D(x)} log₂|M_l|
math_model_map:5,Memory_Load_LM,CognitiveLoadField,HOLD,0.228316,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,L_M(x) = log₂|E| + α·1[hit] + β + λ·|E|/|E_max|
math_model_map:6,Total_Cognitive_Load,SignalShapedRouteCompiler,HOLD,0.228402,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,"L_total = λI·l̂I + λE·l̂E - λG·l̂G + λR·l̂R + λM·l̂M (Σλ=1, λG≤λE)"
math_model_map:7,Cognitive_Efficiency,SignalShapedRouteCompiler,HOLD,0.234942,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,η(x) = l̂I(x) / (l̂I + l̂E + l̂R + l̂M + ε)
math_model_map:8,Regret_Adjusted_Load,SignalShapedRouteCompiler,HOLD,0.234942,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,L_ρ(x) = L_total(x) · (1 + ρ(x)/ρ_max)
math_model_map:9,Basin_Conditional_Load,SignalShapedRouteCompiler,HOLD,0.235052,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,L(x|B) = L_I(x) + L_E(x|B) + L_R^B(x)
